Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk
2017-06-30,1.81,1.27,2583,2931.0,3122,0.9388,0.1489,0.1411,0.2479,0.0975,0.2711,1.66,16.58,2.28,4.11,94.99,0.1324,2423.409912109375,CE,0.29059627999999993,0.51618795026618
2017-03-31,2.35,1.65,2389,2851.0,3041,0.9375,0.1514,0.1497,0.2502,0.0982,0.2694,1.3,14.61,2.18,3.79,86.07,0.1397,2362.719970703125,CE,0.3241034599999999,1.5627059864222705
2016-12-31,2.3,1.63,2472,2890.0,3021,0.9566,0.167,0.1733,0.2607,0.1067,0.2922,1.14,14.14,2.15,3.72,81.03,0.1618,2238.830078125,CE,0.25915884,5.51543289325507
2016-09-30,2.71,2.12,2978,2923.0,3151,0.9276,0.0817,0.087,0.248,0.052,0.1458,1.81,11.48,1.92,3.29,70.73,0.0838,2168.27001953125,CE,0.16432634000000013,0.6717514421272203
2016-06-30,2.26,1.67,2456,2464.0,3051,0.8076,0.062,0.0747,0.2345,0.04,0.112,1.5,19.76,1.63,2.7,59.49,0.0743,2098.860107421875,CE,0.14187346999999995,0.8061017305526645
2016-03-31,2.29,1.68,2503,2487.0,3098,0.8028,0.0577,0.0633,0.2358,0.0373,0.1031,1.73,25.63,1.58,2.76,58.18,0.0629,2059.739990234375,CE,0.12369787999999993,0.40305086527633227
2015-12-31,1.8,1.36,2787,2468.0,2829,0.8724,0.0536,0.0575,0.2323,0.0346,0.0957,-1.93,27.58,1.56,2.76,57.93,0.0572,2043.93994140625,CE,0.16249711999999983,2.998132752230961
2015-09-30,1.84,1.36,2796,2541.0,3197,0.7948,0.0878,0.0978,0.2463,0.0587,0.1599,1.07,31.17,1.6,3.07,59.23,0.0996,1920.030029296875,CE,0.23243167999999992,1.4990663761154814
2015-06-30,2.31,1.7,2923,2552.0,3485,0.7323,0.0975,0.1121,0.2536,0.0676,0.1892,1.33,15.33,1.35,2.38,51.83,0.1208,2063.110107421875,CE,0.27031472,0.8909545442950497
2015-03-31,2.26,1.63,2696,2536.0,3199,0.7927,0.1014,0.1179,0.2473,0.0728,0.2123,1.53,15.91,1.55,2.76,62.68,0.1334,2067.889892578125,CE,0.28142204000000004,0.1979898987322341
2014-12-31,2.02,1.43,2698,2586.0,3078,0.8402,0.0917,0.1114,0.2376,0.0675,0.204,-0.54,11.36,1.15,2.32,48.49,0.1306,2058.89990234375,CE,0.47373710000000013,12.225876246715407
2014-09-30,1.68,1.33,3687,2639.0,3135,0.8418,0.1986,0.256,0.2317,0.1465,0.4596,1.63,12.99,1.19,2.57,51.82,0.3035,1972.2900390625,CE,0.69050915,0.46669047558311894
2014-06-30,2.16,1.64,3339,2880.0,3101,0.9287,0.1905,0.2464,0.2229,0.1385,0.4743,1.66,5.8,1.15,2.47,50.36,0.2969,1960.22998046875,CE,0.6806527099999999,0.07071067811865576
2014-03-31,2.15,1.61,3246,2881.0,2920,0.9866,0.1747,0.2371,0.2133,0.1249,0.4769,1.25,6.77,1.29,2.76,55.08,0.2959,1872.3399658203125,CE,0.68324451,0.21213203435596475
2013-12-31,2.06,1.54,3182,2887.0,2699,1.0697,0.1691,0.2316,0.2097,0.1193,0.5119,4.11,6.48,1.14,2.53,47.37,0.2989,1848.3599853515625,CE,0.37280740999999984,17.111984104714452
2013-09-30,2.02,1.55,3228,2870.0,2084,1.3772,0.0435,0.0428,0.1942,0.0301,0.1457,1.08,6.77,1.15,2.74,47.04,0.0569,1681.550048828125,CE,0.10995638000000008,0.47376154339498616
2013-06-30,2.06,1.58,3180,2860.0,1985,1.4408,0.0366,0.0375,0.1922,0.0256,0.1248,0.83,13.2,1.12,3.39,44.75,0.0502,1606.280029296875,CE,0.10554554000000005,0.17677669529663625
2013-03-31,2.21,1.65,2986,2959.0,1835,1.6125,0.0502,0.0388,0.1941,0.0359,0.1769,0.89,12.45,0.95,3.04,37.84,0.0527,1569.18994140625,CE,0.09259733000000003,1.0465180361560897
2012-12-31,2.1,1.57,2839,2930.0,1730,1.6936,0.058,0.0273,0.184,0.0418,0.2137,-1.05,10.55,0.93,3.23,37.14,0.0379,1426.18994140625,CE,0.10110810999999997,1.626345596729059
2012-09-30,2.13,1.62,2968,2839.0,1915,1.4825,0.0698,0.042,0.1825,0.052,0.2775,0.79,9.92,0.93,3.46,37.49,0.0609,1440.6700439453125,CE,0.13176811999999982,0.41719300090006295
2012-06-30,2.14,1.6,2866,2845.0,1777,1.601,0.0737,0.0437,0.188,0.057,0.3244,1.38,8.4,0.78,2.65,31.85,0.0668,1362.1600341796875,CE,0.14723671999999977,0.6081118318204305
2012-03-31,1.92,1.4,2817,2875.0,1541,1.8657,0.0702,0.0477,0.1969,0.0547,0.3348,1.21,7.06,0.69,2.6,29.03,0.0754,1408.469970703125,CE,0.17734791999999988,1.3717871555019032
2011-12-31,1.95,1.44,2703,2873.0,1341,2.1424,0.0631,0.0594,0.2095,0.0491,0.3219,-0.54,9.48,0.9,3.92,38.67,0.0948,1257.5999755859375,CE,0.28737532,5.7346359954229005
2011-09-30,1.8,1.32,2898,2893.0,1456,1.987,0.0856,0.1101,0.2216,0.066,0.4662,1.05,9.67,0.87,4.32,37.02,0.1759,1131.4200439453125,CE,0.3953229399999998,0.7566042558696061
2011-06-30,1.84,1.36,3014,2893.0,1373,2.1071,0.0862,0.1193,0.2234,0.0641,0.5037,1.28,7.59,0.65,2.91,27.16,0.1866,1320.6400146484375,CE,0.39793345999999974,0.6010407640085639
2011-03-31,1.77,1.34,2851,3003.0,1136,2.6435,0.0825,0.1152,0.2146,0.0605,0.5507,0.9,12.89,1.11,5.06,44.46,0.1781,1325.8299560546875,CE,0.3310173799999998,3.4153257531310257
2010-12-31,1.73,1.34,2668,2990.0,926,3.2289,0.0632,0.085,0.1994,0.0454,0.4816,0.38,11.62,0.96,5.08,36.97,0.1298,1257.6400146484375,CE,0.2680875199999999,0.5232590180780453
2010-09-30,1.69,1.34,2767,3010.0,917,3.2824,0.056,0.0814,0.1993,0.0393,0.47,0.92,14.4,0.91,5.76,34.26,0.1224,1141.199951171875,CE,0.21387559999999994,2.892066735052979
2010-06-30,1.87,1.52,2822,3162.0,689,4.5893,0.1027,0.0565,0.1922,0.0698,0.9073,1.01,13.01,0.72,4.52,26.67,0.0815,1030.7099609375,CE,0.15255455000000007,1.1172287142747457
2022-06-30,0.83,0.0,93307.0,3020.0,8173.0,0.3695,0.4249,0.5854,0.8748,0.0099,0.1455,5.26,13.43,4.07,1.4,181.57,0.1468,3785.3798828125,SBNY,0.2969161200000001,1.124299782086613
2022-03-31,0.85,0.0,94703.0,3209.0,7841.0,0.4093,0.4176,0.5755,0.8807,0.0092,0.1348,5.3,13.26,4.02,2.26,292.84,0.1309,4530.41015625,SBNY,0.26412002,0.9263098833543764
2021-12-31,0.88,0.0,88098.0,3234.0,7679.0,0.4211,0.3808,0.54,0.8659,0.0086,0.1214,4.34,17.14,7.08,2.49,322.14,0.1178,4766.18017578125,SBNY,0.23773993999999976,0.7424621202458742
2021-09-30,0.91,0.0,79831.0,3334.0,6845.0,0.4871,0.3617,0.5014,0.8475,0.0087,0.1171,3.88,21.43,8.07,2.14,270.66,0.1073,4307.5400390625,SBNY,0.21958021999999988,0.41719300090006295
2021-06-30,0.92,0.0,70816.0,3593.0,6642.0,0.541,0.3314,0.4603,0.8331,0.0087,0.1147,3.57,19.4,6.99,2.06,243.6,0.1014,4297.5,SBNY,0.19887389999999994,0.9121677477306469
2021-03-31,0.95,0.0,61358.0,3668.0,5827.0,0.6295,0.299,0.404,0.8203,0.0086,0.1092,3.24,19.2,6.34,1.95,223.71,0.0885,3972.889892578125,SBNY,0.17568885,0.5939696961966998
2020-12-31,0.96,0.0,52811.0,3296.0,4983.0,0.6614,0.2636,0.3652,0.7942,0.0084,0.1035,3.25,19.74,5.88,1.23,133.41,0.0801,3756.070068359375,SBNY,0.16467183000000007,0.127279220613579
2020-09-30,0.96,0.0,49821.0,4341.0,4863.0,0.8927,0.2531,0.3586,0.768,0.0089,0.1042,2.62,13.38,3.51,0.87,81.27,0.0783,3363.0,SBNY,0.16089778,0.1202081528017124
2020-06-30,0.98,0.0,42653.0,4866.0,4764.0,1.0214,0.2586,0.3634,0.7354,0.0096,0.1074,2.21,8.56,2.17,1.15,104.14,0.0766,3100.2900390625,SBNY,0.1624050199999998,0.21920310216782884
2020-03-31,0.99,0.0,40088.0,4598.0,4745.0,0.969,0.2731,0.3883,0.7052,0.0108,0.1148,1.88,10.83,2.8,0.88,77.87,0.0797,2584.590087890625,SBNY,0.17050276999999991,0.3111269837220818
2019-12-31,0.98,0.0,38989.0,4726.0,4742.0,0.9966,0.297,0.4166,0.6959,0.0119,0.1253,2.74,7.69,2.1,1.49,131.82,0.0841,3230.780029296875,SBNY,0.17863352,0.2192031021678301
2019-09-30,0.98,0.0,38466.0,5621.0,4662.0,1.2057,0.3046,0.4355,0.7041,0.0124,0.1307,2.74,12.09,3.61,1.31,114.5,0.0872,2976.739990234375,SBNY,0.18363463999999996,0.10606601717798238
2019-06-30,1.0,0.0,37969.0,5436.0,4552.0,1.1942,0.3178,0.4482,0.7188,0.0127,0.136,2.71,10.35,3.15,1.36,115.54,0.0887,2941.760009765625,SBNY,0.18798943999999995,0.1767766952966369
2019-03-31,0.99,0.0,37138.0,5228.0,4407.0,1.1863,0.3353,0.4667,0.7399,0.0132,0.1418,2.63,10.36,3.29,1.48,121.94,0.0912,2834.39990234375,SBNY,0.17598624000000007,0.9545941546018395
2018-12-31,0.98,0.0,35738.0,4468.0,4238.0,1.0543,0.2877,0.3985,0.7669,0.0111,0.1205,-6.29,10.83,3.62,1.22,97.46,0.0777,2506.85009765625,SBNY,0.15604879000000005,0.3535533905932738
2018-09-30,0.96,0.0,35269.0,5053.0,4148.0,1.2182,0.2765,0.3825,0.7886,0.0103,0.1118,2.84,10.55,3.02,1.42,108.31,0.0727,2913.97998046875,SBNY,0.15433246999999994,0.24041630560342606
2018-06-30,0.98,0.0,34545.0,4543.0,4001.0,1.1355,0.2675,0.3919,0.8106,0.0098,0.1062,2.83,12.88,3.55,1.6,120.0,0.0761,2718.3701171875,SBNY,0.13754530999999992,1.3435028842544405
2018-03-31,0.96,0.0,33301.0,4452.0,4032.0,1.1042,0.1853,0.2802,0.8309,0.0068,0.0728,0.63,15.27,4.08,1.84,133.2,0.0571,2640.8701171875,SBNY,0.14272509999999983,1.6899852070358483
2017-12-31,0.96,0.0,31760.0,2802.0,3932.0,0.7126,0.2571,0.3827,0.8465,0.0094,0.0997,2.09,25.18,4.67,1.76,128.8,0.081,2673.610107421875,SBNY,0.1792628999999999,0.7000357133746822
2017-09-30,0.92,0.0,31166.0,2858.0,3797.0,0.7527,0.264,0.4022,0.857,0.0096,0.1022,2.29,18.04,4.64,1.68,120.15,0.0909,2519.360107421875,SBNY,0.1814446999999999,0.558614357137372
2017-06-30,0.92,0.0,30914.0,2793.0,3765.0,0.7418,0.2365,0.3611,0.8663,0.0086,0.0917,0.26,16.83,4.44,1.95,134.68,0.083,2423.409912109375,SBNY,0.20256319999999994,1.937472580451139
2017-03-31,0.92,0.0,30031.0,2307.0,3612.0,0.6387,0.3054,0.4817,0.8717,0.0111,0.1181,2.48,21.51,5.09,2.03,139.24,0.1104,2362.719970703125,SBNY,0.23487584000000017,0.12020815280171429
2016-12-31,0.91,0.0,28866.0,2187.0,3562.0,0.614,0.2914,0.4842,0.8764,0.0107,0.1128,2.09,17.63,5.38,2.13,140.94,0.1121,2238.830078125,SBNY,0.2354318900000001,0.0848528137423864
2016-09-30,0.9,0.0,27373.0,2636.0,3494.0,0.7544,0.2919,0.4867,0.881,0.0108,0.1156,1.41,19.07,5.56,1.7,111.15,0.1109,2168.27001953125,SBNY,0.24931813999999997,0.9687362902255708
2016-06-30,0.9,0.0,25636.0,2300.0,3369.0,0.6827,0.3204,0.5356,0.8845,0.0118,0.1288,1.9,15.25,4.47,1.8,117.22,0.1246,2098.860107421875,SBNY,0.2731596599999999,0.5303300858899094
2016-03-31,0.88,0.0,24489.0,2720.0,2892.0,0.9405,0.3264,0.5482,0.8879,0.0121,0.1334,1.97,15.11,4.86,2.03,127.73,0.1321,2059.739990234375,SBNY,0.28878264,0.44547727214752547
2015-12-31,0.88,0.0,23024.0,1495.0,2822.0,0.5298,0.3252,0.549,0.8872,0.012,0.1349,1.98,16.74,5.48,2.53,143.92,0.1384,2043.93994140625,SBNY,0.3035818400000001,0.47376154339498805
2015-09-30,0.83,0.0,20995.0,1685.0,2699.0,0.6243,0.322,0.5465,0.8832,0.0119,0.1316,1.88,19.71,6.44,2.33,129.08,0.1451,1920.030029296875,SBNY,0.3080477300000002,0.1979898987322341
2015-06-30,0.82,0.0,19726.0,1220.0,2620.0,0.4656,0.318,0.5427,0.879,0.0118,0.1296,1.77,18.73,6.03,2.59,137.37,0.1423,2063.110107421875,SBNY,0.30153662000000003,0.20506096654409944
2015-03-31,0.8,0.0,18620.0,1335.0,2496.0,0.5349,0.313,0.538,0.875,0.0118,0.1277,1.64,21.04,6.68,2.35,121.59,0.1394,2067.889892578125,SBNY,0.2912820199999999,0.43133513652379357
2014-12-31,0.79,0.0,17212.0,1430.0,2401.0,0.5956,0.3087,0.5318,0.8717,0.0117,0.1301,1.58,19.49,6.08,2.38,118.2,0.1333,2058.89990234375,SBNY,0.28119565000000013,0.19798989873223286
2014-09-30,0.78,0.0,16026.0,1646.0,2290.0,0.7188,0.3043,0.554,0.8691,0.0116,0.1328,1.52,19.8,6.09,2.2,105.15,0.1305,1972.2900390625,SBNY,0.2718125,0.38890872965260165
2014-06-30,0.78,0.0,14693.0,1790.0,1912.0,0.9362,0.2998,0.5481,0.8684,0.0115,0.135,1.48,18.42,5.61,2.58,118.4,0.125,1960.22998046875,SBNY,0.2625875,0.19091883092036754
2014-03-31,0.76,0.0,14021.0,2305.0,1800.0,1.2806,0.2947,0.5399,0.8659,0.0113,0.136,1.37,21.77,6.54,2.93,117.85,0.1223,1872.3399658203125,SBNY,0.2648321,0.33234018715767655
2013-12-31,0.77,0.0,12622.0,1820.0,1761.0,1.0335,0.291,0.5337,0.864,0.0113,0.1312,1.33,23.2,6.84,2.65,100.8,0.127,1848.3599853515625,SBNY,0.27418620000000016,0.2545584412271567
2013-09-30,0.72,0.0,11690.0,1525.0,1706.0,0.8939,0.2844,0.4907,0.8624,0.0112,0.1259,1.25,21.13,6.14,2.31,85.88,0.1306,1681.550048828125,SBNY,0.29566760000000003,1.0889444430272839
2013-06-30,0.71,0.0,10866.0,600.0,1715.0,0.3499,0.2777,0.4843,0.8577,0.0113,0.122,1.12,19.17,5.43,2.16,77.9,0.146,1606.280029296875,SBNY,0.3303913999999999,1.053589103967956
2013-03-31,0.68,0.0,10192.0,590.0,1650.0,0.3576,0.2721,0.4769,0.8513,0.0114,0.12,1.06,18.42,5.08,2.04,73.91,0.1609,1569.18994140625,SBNY,0.3530289500000001,0.3252691193458125
2012-12-31,0.67,0.0,9178.0,330.0,1584.0,0.2083,0.2658,0.4698,0.842,0.0114,0.1191,1.05,18.16,4.92,1.92,66.94,0.1655,1426.18994140625,SBNY,0.35209654999999995,0.3818376618407376
2012-09-30,0.63,0.0,8456.0,465.0,1516.0,0.3067,0.2585,0.4579,0.8316,0.0112,0.1172,1.0,17.12,4.55,1.86,62.95,0.1601,1440.6700439453125,SBNY,0.3403795399999998,0.33234018715767527
2012-06-30,0.61,0.0,7769.0,305.0,1464.0,0.2083,0.2508,0.4468,0.8207,0.0111,0.1147,0.96,16.97,4.33,1.76,57.21,0.1554,1362.1600341796875,SBNY,0.3417660199999999,0.4171930009000617
2012-03-31,0.58,0.0,7257.0,675.0,1408.0,0.4794,0.2453,0.4375,0.8109,0.011,0.1186,0.9,16.16,4.03,1.88,59.15,0.1613,1408.469970703125,SBNY,0.35117255,0.15556349186104215
2011-12-31,0.58,0.0,6826.0,370.0,1365.0,0.2711,0.2408,0.4286,0.8058,0.0111,0.1244,0.85,17.15,4.16,1.85,56.29,0.1635,1257.5999755859375,SBNY,0.356641,0.1767766952966369
2011-09-30,0.56,0.0,6470.0,300.0,1057.0,0.2838,0.2353,0.4151,0.7983,0.011,0.1284,0.83,16.7,3.95,1.51,44.78,0.166,1131.4200439453125,SBNY,0.36095520000000003,0.08485281374238389
2011-06-30,0.55,0.0,6025.0,365.0,993.0,0.3676,0.2271,0.3961,0.7887,0.0107,0.1318,0.87,13.82,3.24,2.1,53.67,0.1672,1320.6400146484375,SBNY,0.34683208,0.940452018978107
2011-03-31,0.55,0.0,5659.0,558.0,945.0,0.5905,0.2123,0.3706,0.7747,0.0101,0.1218,0.82,17.48,3.95,2.2,52.92,0.1539,1325.8299560546875,SBNY,0.31936926,0.7424621202458754
2010-12-31,0.56,0.0,5408.0,245.0,920.0,0.2663,0.1984,0.3458,0.7603,0.0095,0.1127,0.72,19.32,4.11,2.06,46.97,0.1434,1257.6400146484375,SBNY,0.3054197799999998,0.12020815280171303
2010-09-30,0.55,0.0,5208.0,260.0,887.0,0.2931,0.1878,0.3265,0.7469,0.0092,0.1068,0.66,19.1,3.83,1.63,36.45,0.1417,1141.199951171875,SBNY,0.2854400300000002,1.117228714274744
2010-06-30,0.56,0.0,5043.0,260.0,834.0,0.3118,0.1713,0.2955,0.7323,0.0085,0.097,0.54,16.2,3.03,1.65,35.67,0.1259,1030.7099609375,SBNY,0.2524511600000001,0.9545941546018402
2022-03-31,1.57,1.04,4929,4379.0,5977,0.7326,0.0759,0.1126,0.2274,0.0514,0.1363,1.8,15.24,1.17,2.01,93.12,0.1144,4530.41015625,EMN,0.24534199999999995,0.2192031021678301
2021-12-31,1.56,1.06,4646,4412.0,5788,0.7623,0.0818,0.1223,0.2386,0.0535,0.1408,2.76,18.2,1.39,2.4,111.18,0.1175,4766.18017578125,EMN,0.19483099999999975,3.415325753131025
2021-09-30,1.57,1.04,4875,4442.0,6207,0.7156,0.0513,0.0777,0.2475,0.0316,0.0829,2.57,18.91,1.56,2.65,119.11,0.0692,4307.5400390625,EMN,0.12971672,0.8909545442950497
2021-06-30,2.06,1.41,4738,5223.0,6028,0.8665,0.0343,0.0692,0.2461,0.0199,0.0522,-1.07,26.5,1.35,2.13,98.59,0.0566,4297.5,EMN,0.12612427999999998,0.6505382386916236
2021-03-31,1.88,1.14,3797,5200.0,6319,0.8229,0.0572,0.0877,0.231,0.0308,0.0801,1.99,48.72,1.65,2.56,113.51,0.0658,3972.889892578125,EMN,0.13422436000000015,0.11313708498984834
2020-12-31,1.74,1.06,3541,5269.0,6108,0.8626,0.0564,0.0875,0.2331,0.0296,0.0779,0.23,29.57,1.68,2.3,106.46,0.0642,3756.070068359375,EMN,0.13113818,0.09192388155425048
2020-09-30,1.98,1.23,3534,5495.0,6156,0.8926,0.0556,0.086,0.2292,0.0293,0.0771,1.18,27.54,1.55,2.14,96.38,0.0629,3363.0,EMN,0.14112943999999983,0.7566042558696054
2020-06-30,1.88,1.12,3526,5431.0,6098,0.8906,0.0664,0.0982,0.2322,0.0357,0.0945,0.2,21.55,1.2,1.64,74.57,0.0736,3100.2900390625,EMN,0.1817115199999999,1.9162593770155443
2020-03-31,1.66,0.95,3851,5399.0,6192,0.8719,0.0885,0.1281,0.2449,0.0498,0.1332,1.89,15.66,1.04,1.46,65.94,0.1007,2584.590087890625,EMN,0.20702762000000008,0.28991378028648457
2019-12-31,1.86,0.93,3321,5611.0,6032,0.9302,0.0819,0.1208,0.2409,0.0469,0.1265,0.21,7.46,0.66,0.96,43.69,0.0966,3230.780029296875,EMN,0.21338790000000007,0.7000357133746822
2019-09-30,1.65,0.84,3440,5567.0,6097,0.9131,0.0812,0.1313,0.2333,0.0474,0.1287,1.93,13.42,1.1,1.65,73.3,0.1065,2976.739990234375,EMN,0.2385054499999999,0.9050966799187804
2019-06-30,1.58,0.8,3516,5624.0,5946,0.9458,0.0945,0.1444,0.2438,0.0562,0.1538,1.85,12.29,1.0,1.51,67.71,0.1193,2941.760009765625,EMN,0.26279426000000017,0.6293250352560277
2019-03-31,1.51,0.79,3551,5602.0,5919,0.9464,0.1007,0.1519,0.2491,0.0615,0.1696,1.49,10.94,1.03,1.63,70.8,0.1282,2834.39990234375,EMN,0.2758813800000002,0.19091883092036627
2018-12-31,1.82,0.96,3365,5925.0,5878,1.008,0.1064,0.1529,0.2442,0.0665,0.1857,0.28,9.76,0.98,1.6,68.43,0.1309,2506.85009765625,EMN,0.28583329999999996,0.4313351365237961
2018-09-30,1.69,0.94,3647,5898.0,5995,0.9838,0.1516,0.1597,0.2437,0.0946,0.2688,2.89,8.7,0.93,1.56,65.43,0.137,2913.97998046875,EMN,0.28822100000000006,0.2828427124746193
2018-06-30,1.69,0.95,3498,6033.0,5774,1.0449,0.144,0.1547,0.24,0.0896,0.2636,2.39,7.52,1.21,1.98,84.92,0.133,2718.3701171875,EMN,0.27870380000000017,0.3111269837220818
2018-03-31,1.72,0.99,3483,6311.0,5620,1.123,0.1417,0.1518,0.2374,0.0868,0.2648,2.0,8.3,1.27,2.16,88.17,0.1286,2640.8701171875,EMN,0.2790423799999999,0.33234018715767777
2017-12-31,1.59,0.82,3143,6147.0,5480,1.1217,0.1449,0.1602,0.2475,0.0869,0.2741,3.36,9.06,1.37,2.35,92.65,0.1333,2673.610107421875,EMN,0.2873154699999998,0.1838477631085022
2017-09-30,1.83,0.94,3245,6325.0,5099,1.2404,0.1076,0.1638,0.2563,0.0639,0.2089,2.22,7.99,1.24,2.11,80.87,0.1359,2519.360107421875,EMN,0.2829990499999999,0.4525483399593896
2017-06-30,2.04,1.08,3262,6669.0,4890,1.3638,0.0998,0.1557,0.2558,0.0586,0.1959,2.0,11.25,1.23,2.21,78.51,0.1295,2423.409912109375,EMN,0.2745278,0.07778174593052234
2017-03-31,1.93,1.02,3165,6578.0,4727,1.3916,0.0971,0.1528,0.2565,0.0566,0.1925,1.89,11.46,1.16,2.15,72.44,0.1284,2362.719970703125,EMN,0.2750919999999999,0.11313708498984897
2016-12-31,1.6,0.81,2866,6311.0,4608,1.3696,0.0948,0.1542,0.2617,0.055,0.1912,0.79,11.49,1.13,2.14,69.26,0.13,2238.830078125,EMN,0.268764,0.5091168824543134
2016-09-30,1.32,0.65,2900,5933.0,4516,1.3138,0.0953,0.1441,0.2619,0.0554,0.1996,1.56,10.99,1.06,2.04,64.05,0.1228,2168.27001953125,EMN,0.2669675200000001,0.3959797974644645
2016-06-30,1.34,0.68,2930,6082.0,4453,1.3658,0.0963,0.1498,0.2654,0.0566,0.212,1.71,9.89,0.94,1.86,57.26,0.1284,2098.860107421875,EMN,0.28163672000000006,0.5232590180780465
2016-03-31,1.55,0.74,2863,6565.0,4285,1.5321,0.0983,0.1559,0.2709,0.059,0.2305,1.69,9.6,0.93,1.89,57.04,0.1358,2059.739990234375,EMN,0.2809552399999997,0.5656854249492386
2015-12-31,1.4,0.68,2878,6577.0,4021,1.6357,0.0879,0.1434,0.2674,0.0537,0.2211,0.83,9.71,0.96,2.08,60.29,0.1278,2043.93994140625,EMN,0.2561436399999999,0.9899494936611668
2015-09-30,1.77,0.94,3182,7029.0,3956,1.7768,0.0757,0.1268,0.246,0.0465,0.1985,1.71,9.89,0.87,2.06,55.99,0.1138,1920.030029296875,EMN,0.23787731999999973,0.1697056274847703
2015-06-30,1.74,0.95,3167,7072.0,3845,1.8393,0.0713,0.1176,0.2408,0.0463,0.1859,1.98,10.79,0.82,2.0,53.32,0.1114,2063.110107421875,EMN,0.23843302,0.2050609665440982
2015-03-31,1.8,0.97,3166,7293.0,3522,2.0707,0.0713,0.1151,0.2361,0.049,0.1831,1.14,14.51,1.03,2.59,67.03,0.1143,2067.889892578125,EMN,0.25603896000000015,0.9121677477306469
2014-12-31,1.57,0.82,3173,7248.0,3590,2.0189,0.0788,0.122,0.2331,0.0573,0.1959,0.13,12.35,0.88,2.38,56.45,0.1272,2058.89990234375,EMN,0.35331632,5.190163773909258
2014-09-30,2.07,1.1,2890,4563.0,3979,1.1468,0.1145,0.1797,0.284,0.0898,0.2768,1.39,12.42,0.98,2.54,61.48,0.2006,1972.2900390625,EMN,0.4648520600000001,1.3788582233137672
2014-06-30,2.34,1.28,2986,4773.0,3959,1.2056,0.1259,0.1962,0.292,0.0987,0.308,1.93,9.24,1.05,2.43,65.22,0.2201,1960.22998046875,EMN,0.49303637,0.2545584412271592
2014-03-31,2.34,1.25,2949,4635.0,3808,1.2172,0.1231,0.1958,0.2947,0.0974,0.3127,1.52,9.18,1.15,2.64,70.13,0.2237,1872.3399658203125,EMN,0.5063747000000001,0.51618795026618
2013-12-31,1.93,1.07,2840,4254.0,3875,1.0978,0.1246,0.1991,0.2969,0.0991,0.3304,2.21,9.32,1.15,2.72,68.94,0.231,1848.3599853515625,EMN,0.4247594000000001,5.204305909532989
2013-09-30,2.09,1.13,2767,4429.0,3669,1.2071,0.0827,0.1357,0.2493,0.0653,0.2308,1.97,8.63,1.08,2.53,64.27,0.1574,1681.550048828125,EMN,0.30925088,1.8526197667087552
2013-06-30,2.17,1.19,2838,4679.0,3373,1.3872,0.0666,0.1134,0.2336,0.0522,0.194,1.69,12.65,1.03,2.59,61.75,0.1312,1606.280029296875,EMN,0.2731656,0.40305086527633227
2013-03-31,2.12,1.11,2737,4779.0,3188,1.4991,0.0612,0.1082,0.2267,0.0482,0.1854,1.57,14.17,0.93,2.53,55.28,0.1255,1569.18994140625,EMN,0.26900124999999986,0.141421356237309
2012-12-31,1.98,1.06,2699,4779.0,3028,1.5783,0.0539,0.0987,0.2175,0.0459,0.1716,-0.45,15.78,0.97,2.67,54.93,0.1275,1426.18994140625,EMN,0.3160179999999999,2.8072139213105927
2012-09-30,1.83,0.96,2673,4865.0,3010,1.6163,0.0657,0.1127,0.2143,0.0617,0.2221,0.99,17.58,0.97,2.71,53.28,0.1672,1440.6700439453125,EMN,0.41943192000000007,3.457752160002218
2012-06-30,5.15,4.29,4630,3830.0,2123,1.8041,0.0725,0.1208,0.2149,0.0771,0.2629,1.27,10.86,0.85,2.26,44.43,0.2161,1362.1600341796875,EMN,0.5352046399999999,3.273904396893717
2012-03-31,2.27,1.5,2264,1444.0,2025,0.7131,0.0779,0.1225,0.213,0.0914,0.2914,1.12,9.17,0.77,2.54,39.07,0.2624,1408.469970703125,EMN,0.61372592,1.1242997820866079
2011-12-31,2.07,1.37,2302,1445.0,1901,0.7601,0.09,0.1305,0.2186,0.1055,0.343,0.13,8.97,0.79,2.71,39.87,0.2783,1257.5999755859375,EMN,0.6847994000000002,2.8072139213105953
2011-09-30,1.96,1.25,2354,1445.0,1909,0.7569,0.0925,0.1534,0.2459,0.1054,0.3526,1.22,6.19,0.6,2.16,29.98,0.318,1131.4200439453125,EMN,0.7334335999999999,0.1979898987322341
2011-06-30,2.1,1.48,2508,1446.0,1907,0.7583,0.0962,0.1597,0.2556,0.1056,0.3553,1.51,6.13,0.55,1.88,26.11,0.3152,1320.6400146484375,EMN,0.6975286399999998,1.732411613907041
2011-03-31,2.31,1.67,2434,1596.0,1817,0.8784,0.0905,0.1555,0.2568,0.0949,0.3255,1.66,9.06,0.85,2.84,38.62,0.2907,1325.8299560546875,EMN,0.62357153,2.3193102422918743
2010-12-31,1.91,1.35,2047,1598.0,1627,0.9822,0.0727,0.1445,0.2497,0.0726,0.2544,0.03,9.79,0.88,2.92,37.4,0.2579,1257.6400146484375,EMN,0.5288516600000002,3.0052038200428295
